gtdb_species_clade_id,phylogenetic_tree_id,GTDB_species,no_genomes,no_core,no_aux_genome,no_singleton_gene_clusters,no_gene_clusters,mean_intra_species_ANI,min_intra_species_ANI,singleton_fraction,core_fraction,aux_fraction
s__Lactobacillus_crispatus--RS_GCF_018987235.1,dfa74c81-0550-5bc6-89fb-e60fa312290e,s__Lactobacillus_crispatus,328,1310,24739,13155.0,26049,97.61,95.9,0.505009789243349,0.05028983838151176,0.9497101616184882
s__Enterococcus_B_lactis--RS_GCF_015751045.1,00978df5-4ac8-5908-9cf2-bcc9794ea2e6,s__Enterococcus_B_lactis,371,1973,25333,14120.0,27306,98.27,97.66,0.5171024683219805,0.07225518201127958,0.9277448179887204
s__Leptospira_interrogans--RS_GCF_900156205.1,8d0ab9ac-be59-5f38-a32e-76cc291bd49a,s__Leptospira_interrogans,363,3099,27868,16095.0,30967,99.32,97.4,0.5197468272677366,0.10007427261278135,0.8999257273872187
s__Acinetobacter_pittii--RS_GCF_000369045.1,bec92a59-b571-543c-838a-55b40751683e,s__Acinetobacter_pittii,360,2938,36532,20343.0,39470,97.32,95.49,0.5154041043830757,0.07443628071953383,0.9255637192804662
s__Pasteurella_multocida--RS_GCF_900187275.1,253a0a08-5461-56be-bbea-282c891fce1a,s__Pasteurella_multocida,349,1813,13180,6955.0,14993,98.83,96.53,0.463883145467885,0.12092309744547455,0.8790769025545254
s__Pseudomonas_E_avellanae--RS_GCF_000444135.1,86fbea06-08a0-5694-a0ab-5a5ce32733da,s__Pseudomonas_E_avellanae,319,4006,59148,31471.0,63154,96.76,95.07,0.4983215631630617,0.06343224498844095,0.9365677550115591
s__Enterobacter_roggenkampii--RS_GCF_001729805.1,6f593f96-c184-58bf-936e-4911d4fa3f51,s__Enterobacter_roggenkampii,327,3745,45945,24037.0,49690,98.24,95.5,0.483739182934192,0.07536727711813242,0.9246327228818676
s__Burkholderia_cenocepacia--RS_GCF_900446215.1,f2742228-07ef-506f-a393-5f5194dfea1b,s__Burkholderia_cenocepacia,338,5984,37430,18211.0,43414,99.05,98.68,0.41947298106601555,0.13783572119592757,0.8621642788040724
s__Xanthomonas_euvesicatoria--RS_GCF_020880415.1,d73a1796-3a29-5da6-8f81-5b98f93b4f86,s__Xanthomonas_euvesicatoria,332,3598,37948,22205.0,41546,98.85,96.77,0.5344678188032542,0.08660280171376306,0.9133971982862369
s__Bacteroides_thetaiotaomicron--RS_GCF_000011065.1,f5845ff0-9cca-5d01-a09f-0ee5bf2f364f,s__Bacteroides_thetaiotaomicron,287,3225,62409,34472.0,65634,98.44,95.2,0.5252155894810616,0.04913611847518055,0.9508638815248195
s__Helicobacter_pylori_CI--RS_GCF_000448485.1,bc1d4fde-560a-5664-b224-8c5990fd5f4e,s__Helicobacter_pylori_CI,310,1158,19595,10681.0,20753,95.6,95.24,0.5146725774586807,0.05579916156700236,0.9442008384329976
s__Bacteroides_fragilis--RS_GCF_000025985.1,66f9df38-6403-5fc2-9aaf-a97f97c77f68,s__Bacteroides_fragilis,310,3144,44881,24066.0,48025,99.03,97.09,0.5011140031233733,0.06546590317542947,0.9345340968245706
s__Mammaliicoccus_sciuri--RS_GCF_002901825.1,a5aa7ccf-6127-5346-a713-dec77e69e729,s__Mammaliicoccus_sciuri,307,2146,23318,12926.0,25464,96.67,95.47,0.5076185988061577,0.08427584040213634,0.9157241595978637
s__Parabacteroides_distasonis--RS_GCF_000012845.1,8f9286cf-c901-5acd-b891-99bfdbe2332e,s__Parabacteroides_distasonis,287,2696,52312,29659.0,55008,98.19,96.17,0.5391761198371146,0.049011052937754505,0.9509889470622455
s__Clostridium_F_botulinum--RS_GCF_001276985.1,3811e8b8-c215-5f2e-acd3-a2672189634b,s__Clostridium_F_botulinum,265,2812,24380,10715.0,27192,97.89,95.97,0.3940497205060312,0.10341276846131216,0.8965872315386878
s__Bacillus_A_cereus--RS_GCF_000007825.1,948190dd-02a0-5710-a80d-b4f739763165,s__Bacillus_A_cereus,249,4344,55132,31165.0,59476,98.57,97.59,0.5239928710740467,0.07303786401237473,0.9269621359876252
s__Lacticaseibacillus_paracasei--RS_GCF_000829035.1,710a0555-e353-5df9-a49e-d817d2f38e41,s__Lacticaseibacillus_paracasei,271,2056,26617,15041.0,28673,98.29,97.86,0.5245701531057092,0.07170508841069996,0.9282949115893
s__Stenotrophomonas_maltophilia--RS_GCF_900186865.1,fbe46986-b899-5d69-b1fb-64d678dc5cfa,s__Stenotrophomonas_maltophilia,303,3572,42410,28092.0,45982,97.98,97.31,0.6109347135835762,0.07768257144099865,0.9223174285590013
s__Burkholderia_ubonensis--RS_GCF_902833085.1,10a76325-c433-5155-a61a-e059422111fc,s__Burkholderia_ubonensis,305,5046,50824,23250.0,55870,96.7,96.07,0.4161446214426347,0.09031680687309826,0.9096831931269017
s__Lactococcus_lactis--RS_GCF_900099625.1,400a0dce-33da-571e-905b-61074202b6e1,s__Lactococcus_lactis,291,1702,33101,17205.0,34803,98.31,95.53,0.494353935005603,0.04890383012958653,0.9510961698704135
s__Vibrio_alginolyticus--RS_GCF_000354175.2,23e833fa-bca3-57f5-b1c5-440b0ca7ab0a,s__Vibrio_alginolyticus,290,4008,39671,23715.0,43679,98.53,98.29,0.5429382540809085,0.09176034249868358,0.9082396575013164
s__Micrococcus_luteus--RS_GCF_000023205.1,20040b81-cd1a-5f29-b160-c63779707212,s__Micrococcus_luteus,295,1713,21956,11945.0,23669,97.01,95.98,0.5046685538045544,0.07237314630951878,0.9276268536904813
s__Bacillus_A_paranthracis--RS_GCF_001883995.1,edc4559b-ba94-5050-aa85-1519d830ad37,s__Bacillus_A_paranthracis,137,3903,33424,18014.0,37327,97.45,95.7,0.4825997267393576,0.10456238111822541,0.8954376188817745
s__Bacillus_A_toyonensis--RS_GCF_000496285.1,6d10f7b8-8402-5fde-a5bf-fc5de8037fde,s__Bacillus_A_toyonensis,274,4598,43780,23421.0,48378,99.12,96.74,0.48412501550291454,0.09504320145520691,0.904956798544793
s__Vibrio_vulnificus--RS_GCF_002224265.1,528aa0e6-23e5-5a22-bfec-ab0cfcbd9390,s__Vibrio_vulnificus,272,3565,48848,29453.0,52413,97.02,95.22,0.5619407398927747,0.06801747658023773,0.9319825234197623
s__Bacillus_A_thuringiensis--RS_GCF_002119445.1,cc365ca5-fbd9-5d3a-b018-4de2a588a5af,s__Bacillus_A_thuringiensis,270,4413,53685,25968.0,58098,98.14,96.82,0.4469689145925849,0.07595786429825467,0.9240421357017453
s__Xanthomonas_cissicola--RS_GCF_008801575.1,23e8c7ef-3519-53a0-aa4c-715b5c18e084,s__Xanthomonas_cissicola,256,3347,30712,13034.0,34059,97.73,95.83,0.3826888634428492,0.09827064799318828,0.9017293520068117
s__Mycobacterium_avium--RS_GCF_009741445.1,773c5a6c-98b8-582e-a2ab-9ef61dd735ec,s__Mycobacterium_avium,249,3983,43010,24423.0,46993,98.78,98.27,0.5197157023386462,0.08475730427936076,0.9152426957206392
s__Burkholderia_gladioli--RS_GCF_000959725.1,98bbe830-734f-5d41-9133-59ae9a03e04c,s__Burkholderia_gladioli,271,5532,42435,21543.0,47967,98.34,97.07,0.44912127087372566,0.1153292888861092,0.8846707111138908
s__Acinetobacter_nosocomialis--RS_GCF_000368085.1,08dde0d2-5201-5aae-9fc0-366cc2566281,s__Acinetobacter_nosocomialis,246,2938,33472,20078.0,36410,97.93,97.5,0.5514419115627575,0.0806921175501236,0.9193078824498764
s__Streptococcus_mutans--RS_GCF_006739205.1,cb446883-0e95-53bf-92e4-5ab9cf3b940d,s__Streptococcus_mutans,261,1547,6928,3064.0,8475,99.12,98.73,0.3615339233038348,0.18253687315634218,0.8174631268436579
s__Lacticaseibacillus_rhamnosus--RS_GCF_900636965.1,ac648302-d8b8-558a-afdd-82fffa66e019,s__Lacticaseibacillus_rhamnosus,241,2120,17096,10533.0,19216,98.41,96.73,0.5481369691923397,0.1103247293921732,0.8896752706078268
s__Pseudomonas_E_amygdali--RS_GCF_002699855.1,40bdacb9-19b4-5faf-8033-18b87c2ad7d9,s__Pseudomonas_E_amygdali,239,4000,54575,25328.0,58575,98.06,95.01,0.4324029022620572,0.06828851899274435,0.9317114810072556
s__Flavobacterium_psychrophilum--RS_GCF_002217405.1,72e9c1ec-2b07-5efb-ae90-e909c4a88e3a,s__Flavobacterium_psychrophilum,250,2042,9032,4656.0,11074,99.21,98.91,0.42044428390825356,0.184395882246704,0.815604117753296
s__Agathobacter_rectalis--GB_GCA_000020605.1,18836de2-e730-584e-be51-9ec4cb1dee92,s__Agathobacter_rectalis,228,1601,46917,28098.0,48518,97.37,96.06,0.5791252730945217,0.03299806257471454,0.9670019374252855
s__Enterobacter_kobei--RS_GCF_001729765.1,4cd95273-2a19-5620-b900-0b4668f2942f,s__Enterobacter_kobei,252,3829,38033,21166.0,41862,98.84,98.45,0.5056136830538436,0.09146720175815776,0.9085327982418423
s__Akkermansia_muciniphila--RS_GCF_000020225.1,5c11ea34-6f5b-55d9-aac9-21f2219b05af,s__Akkermansia_muciniphila,247,1829,18006,10972.0,19835,98.03,97.12,0.5531635996975044,0.09221073859339551,0.9077892614066045
s__Lactobacillus_delbrueckii--RS_GCF_001433875.1,f52b6636-ba4b-5336-8c3c-0889c7e273f7,s__Lactobacillus_delbrueckii,240,1167,17007,7533.0,18174,97.63,96.59,0.4144932320897986,0.06421261142291185,0.9357873885770881
s__Sinorhizobium_meliloti--RS_GCF_017876815.1,2e086dcc-cd03-5736-8a5f-da2d6c9decce,s__Sinorhizobium_meliloti,241,4954,53245,26599.0,58199,98.93,97.42,0.4570353442499012,0.0851217374868984,0.9148782625131016
s__Agrobacterium_tumefaciens--RS_GCF_001541315.1,ff7215c8-666a-549f-a228-8d557861fb54,s__Agrobacterium_tumefaciens,250,4119,26075,12895.0,30194,97.87,95.73,0.42707160362986024,0.1364178313572233,0.8635821686427767
s__Clostridium_beijerinckii--RS_GCF_018223745.1,5306a857-d6fb-55af-a1a9-6465730f7ca3,s__Clostridium_beijerinckii,240,4514,23849,10708.0,28363,97.03,95.18,0.37753411134224163,0.15915100659309664,0.8408489934069033
s__Bacillus_A_thuringiensis_S--RS_GCF_000021305.1,83ed1db6-3d50-50ad-bb38-d100a01506cf,s__Bacillus_A_thuringiensis_S,232,4356,51058,27097.0,55414,98.69,97.04,0.48899195149240265,0.07860829393294114,0.9213917060670589
s__Bacteroides_ovatus--RS_GCF_001314995.1,05e2190a-40f9-5a61-8db8-cee112552d04,s__Bacteroides_ovatus,212,3099,50724,26450.0,53823,97.37,96.22,0.4914255987217361,0.05757761551752968,0.9424223844824703
s__Klebsiella_oxytoca--RS_GCF_001598695.1,7214e90c-8ce3-510e-84e3-0c5fa4ebaf35,s__Klebsiella_oxytoca,242,4757,33909,18381.0,38666,99.3,98.97,0.47537888584285937,0.12302798324109036,0.8769720167589097
s__Staphylococcus_hominis--RS_GCF_002901845.1,65467411-30e8-598b-a129-ac16f669117e,s__Staphylococcus_hominis,241,1813,18887,12461.0,20700,97.91,96.86,0.6019806763285024,0.08758454106280193,0.9124154589371981
s__Agrobacterium_fabacearum--RS_GCF_009649785.1,300f9914-1995-54f0-92af-c818711feb23,s__Agrobacterium_fabacearum,186,4326,30610,14966.0,34936,98.4,96.96,0.4283833295168308,0.12382642546370506,0.876173574536295
s__Bacillus_A_wiedmannii--RS_GCF_001583695.1,c5ea83bd-be75-5ecd-b02d-4177025e9a0d,s__Bacillus_A_wiedmannii,235,3797,55802,28990.0,59599,96.5,95.09,0.4864175573415661,0.06370912263628585,0.9362908773637142
s__Klebsiella_grimontii--RS_GCF_900200035.1,3de655ff-0bbe-59de-aaca-674ecf48d3f1,s__Klebsiella_grimontii,203,4708,35405,18390.0,40113,98.7,95.68,0.458454865006357,0.11736843417345998,0.88263156582654
s__Staphylococcus_argenteus--RS_GCF_000236925.1,a49f3b59-4fd2-54d0-9a47-7a02ffd81001,s__Staphylococcus_argenteus,218,2217,6071,3294.0,8288,98.95,98.6,0.39744208494208494,0.26749517374517373,0.7325048262548263
s__Yersinia_enterocolitica--RS_GCF_901472495.1,b741360b-5ca3-5571-8a70-18605cde4076,s__Yersinia_enterocolitica,236,3228,21119,9441.0,24347,97.04,96.22,0.3877685135745677,0.13258306978272477,0.8674169302172753
s__Oenococcus_oeni--RS_GCF_000372485.1,7f4d0b25-a756-5f5f-aa8a-2ff1f2b2c211,s__Oenococcus_oeni,230,1441,23067,12093.0,24508,99.44,98.41,0.49343071650073445,0.058797127468581685,0.9412028725314183
s__Erwinia_amylovora--RS_GCF_017161565.1,fe22dc4d-4e14-5538-b7d8-866bdd54290a,s__Erwinia_amylovora,231,3256,11106,7923.0,14362,99.83,98.13,0.5516641136331987,0.2267093719537669,0.7732906280462332
s__Mycoplasmopsis_bovis--RS_GCF_000183385.1,5602f28e-2601-5031-907d-1b6dbe2aa44c,s__Mycoplasmopsis_bovis,222,649,17714,9481.0,18363,98.06,97.48,0.5163099711376137,0.03534280890921963,0.9646571910907804
s__Burkholderia_cepacia--RS_GCF_001411495.1,018df5b8-e5cf-5f07-a277-696efd2b6f35,s__Burkholderia_cepacia,217,6041,43748,22356.0,49789,97.85,96.33,0.4490148426359236,0.12133202112916508,0.8786679788708349
s__Enterococcus_B_hirae--RS_GCF_000271405.2,3ac0c31d-33a2-5fde-9fd6-19646bdde906,s__Enterococcus_B_hirae,229,2127,16027,8484.0,18154,98.99,97.87,0.4673350225845544,0.11716426131981933,0.8828357386801807
s__Bacillus_licheniformis--RS_GCF_000011645.1,705b76a7-5af2-56fb-b8a0-cdfd25d209ef,s__Bacillus_licheniformis,226,3821,17034,10124.0,20855,99.64,99.26,0.4854471349796212,0.1832174538479981,0.816782546152002
s__Limosilactobacillus_reuteri--RS_GCF_000016825.1,f418f26b-d2cc-5197-8ba0-c6abe7ff5af2,s__Limosilactobacillus_reuteri,230,1371,24018,11621.0,25389,96.68,95.25,0.4577179093308126,0.05399976367718303,0.9460002363228169
s__Pediococcus_acidilactici--RS_GCF_000146325.1,d309b234-7371-547e-91a4-3281fcc41707,s__Pediococcus_acidilactici,213,1386,8750,3756.0,10136,97.78,96.71,0.3705603788476717,0.13674033149171272,0.8632596685082873
s__Enterobacter_cloacae--RS_GCF_000025565.1,0b9c2048-70b5-542a-9fdf-688c1069e505,s__Enterobacter_cloacae,216,3750,37666,21547.0,41416,98.17,95.14,0.5202578713540661,0.09054471701757774,0.9094552829824223
s__Bacteroides_xylanisolvens--RS_GCF_000210075.1,fbedf6cc-a4ca-504a-a68d-8bdfd28740e0,s__Bacteroides_xylanisolvens,207,2744,50576,26267.0,53320,97.44,96.74,0.49262940735183797,0.05146286571642911,0.9485371342835709
s__Bifidobacterium_breve--RS_GCF_001025175.1,2528f59f-d6c7-5c1f-84c3-f3db4ea0ef68,s__Bifidobacterium_breve,205,1377,19610,11776.0,20987,98.5,96.51,0.5611092581121647,0.06561204555200839,0.9343879544479916
s__Aeromonas_caviae--RS_GCF_000819785.1,7ba43232-3227-5d09-9102-03539a3e8c30,s__Aeromonas_caviae,208,3241,35060,19663.0,38301,97.87,97.42,0.513380851674891,0.08461920054306676,0.9153807994569333
s__Aeromonas_veronii--RS_GCF_000820225.1,46b4dc7c-b1d1-5510-b0c0-812e1dff3f47,s__Aeromonas_veronii,205,3342,37132,22097.0,40474,96.51,96.01,0.5459554281761131,0.08257152740030636,0.9174284725996936
s__Ligilactobacillus_salivarius--RS_GCF_001435955.1,38ca9768-bfc5-5107-92f5-38d9aabfa4b0,s__Ligilactobacillus_salivarius,210,1379,17279,9056.0,18658,97.78,97.02,0.4853682066673813,0.0739093150391253,0.9260906849608747
s__Rhodophyticola_sp013179285--RS_GCF_013179285.1,35217e5d-bcad-53f2-8cab-e7adce43f7be,s__Rhodophyticola_sp013179285,212,4345,454,131.0,4799,100.0,99.99,0.027297353615336528,0.9053969576995208,0.09460304230047926
s__Streptococcus_thermophilus--RS_GCF_010120595.1,749f69e4-a247-5073-b631-99e79c82b3bf,s__Streptococcus_thermophilus,209,1357,10637,5256.0,11994,98.49,97.47,0.4382191095547774,0.11313990328497582,0.8868600967150242
s__Mannheimia_haemolytica--RS_GCF_004342115.1,9df5aea4-cb45-5252-9399-f52ab5a93fc8,s__Mannheimia_haemolytica,197,1985,7666,4238.0,9651,99.18,95.33,0.43912547922495077,0.20567816806548544,0.7943218319345146
s__Blautia_A_wexlerae--GB_GCA_025148125.1,beb8fdc3-8154-541d-9729-221449428611,s__Blautia_A_wexlerae,175,2008,50353,31235.0,52361,97.46,95.48,0.5965317698286893,0.038349152995550126,0.9616508470044499
s__Serratia_nevei--RS_GCF_008364245.1,951b9dd5-39f4-5dd2-a7db-07d7b7b60e04,s__Serratia_nevei,182,3941,28414,14863.0,32355,97.88,96.35,0.4593725853809303,0.12180497604697883,0.8781950239530212
s__Moraxella_catarrhalis--RS_GCF_001632285.1,5257798c-b089-56bb-8a34-e1f4ed615872,s__Moraxella_catarrhalis,207,1458,10297,6614.0,11755,98.74,95.96,0.5626541897065078,0.12403232666950234,0.8759676733304976
s__Ralstonia_pseudosolanacearum--RS_GCF_024925465.1,ea9704f6-749b-5221-8b33-8dbaf539e457,s__Ralstonia_pseudosolanacearum,70,3987,17476,9555.0,21463,95.97,95.34,0.4451847365233192,0.18576154312071938,0.8142384568792806
s__Enterobacter_bugandensis--RS_GCF_900324475.1,1464ec9e-fef5-5008-9283-27a9f33726d3,s__Enterobacter_bugandensis,186,3813,19742,11666.0,23555,98.51,95.52,0.4952663977924008,0.1618764593504564,0.8381235406495436
s__Priestia_megaterium--RS_GCF_000832985.1,e245c2be-9a9e-5db0-816e-e8cbf516bd17,s__Priestia_megaterium,177,4202,40173,23428.0,44375,96.85,95.69,0.5279549295774648,0.09469295774647887,0.9053070422535211
s__Mycoplasmoides_pneumoniae--RS_GCF_001272835.1,dc732894-f626-5608-b0ad-7765d2ff0954,s__Mycoplasmoides_pneumoniae,184,648,2104,1240.0,2752,99.86,99.73,0.45058139534883723,0.23546511627906977,0.7645348837209303
s__Morganella_morganii--RS_GCF_019243775.1,c823f8d4-88ec-5de6-9b56-7dced94028dd,s__Morganella_morganii,177,3008,23019,14017.0,26027,98.33,95.47,0.5385561148038576,0.11557229031390479,0.8844277096860952
s__Bifidobacterium_pseudocatenulatum--RS_GCF_001025215.1,b0aa94a9-fe68-5852-a14e-3e599b76984f,s__Bifidobacterium_pseudocatenulatum,170,1378,15059,8597.0,16437,98.09,96.17,0.5230273164202713,0.083835249741437,0.916164750258563
s__Bifidobacterium_bifidum--RS_GCF_001025135.1,7dccf078-3158-5443-82b7-4b59e7efde53,s__Bifidobacterium_bifidum,175,1376,18995,11843.0,20371,98.97,98.04,0.5813656668793874,0.06754700309263169,0.9324529969073683
s__Bacillus_pumilus--RS_GCF_900186955.1,cd8bf419-879a-536a-a38f-366ef7790bd5,s__Bacillus_pumilus,175,3124,18682,11800.0,21806,95.81,95.13,0.5411354673025772,0.14326332202146197,0.856736677978538
s__Aeromonas_hydrophila--RS_GCF_000014805.1,8da60315-9332-5252-b8e9-15d6a01c7cbc,s__Aeromonas_hydrophila,169,3653,25861,14519.0,29514,97.01,96.24,0.49193603035847394,0.12377176932980959,0.8762282306701904
s__Rhizobium_ruizarguesonis--RS_GCF_012349115.1,0f8ea2b3-31b6-5b2c-8879-18093deabc38,s__Rhizobium_ruizarguesonis,25,5784,12209,6733.0,17993,98.02,96.15,0.37420107819707665,0.32145834491191017,0.6785416550880898
s__Staphylococcus_capitis--RS_GCF_002902325.1,67a77a5b-8467-596d-a856-298671c37778,s__Staphylococcus_capitis,175,2047,12009,7720.0,14056,97.07,96.27,0.5492316448491747,0.14563175867956746,0.8543682413204325
s__Citrobacter_braakii--RS_GCF_002075345.1,19b9e9cc-2ff5-594c-8a80-1f76e8f5c9bc,s__Citrobacter_braakii,166,3797,33136,17654.0,36933,98.63,96.3,0.47800070397747274,0.10280778707389056,0.8971922129261094
s__Staphylococcus_saprophyticus--RS_GCF_000010125.1,9f9b0343-a360-54b4-9afb-13c5c060e44e,s__Staphylococcus_saprophyticus,177,2112,16811,11307.0,18923,99.41,98.75,0.5975268192147123,0.1116102097976008,0.8883897902023992
s__Vibrio_crassostreae--GB_GCA_024347415.1,a31716c2-fdee-553e-b20a-3a6f8d83bef5,s__Vibrio_crassostreae,178,3737,19502,9531.0,23239,97.86,96.13,0.41012952364559574,0.16080726365162012,0.8391927363483799
s__Stutzerimonas_stutzeri--RS_GCF_000219605.1,251a28f1-4f66-5a12-a2ba-a0e1360cce84,s__Stutzerimonas_stutzeri,149,3448,36374,22679.0,39822,97.7,96.98,0.5695093164582392,0.08658530460549445,0.9134146953945056
s__Chlamydia_trachomatis--RS_GCF_000012125.1,4f743276-0b3e-5961-b358-d93ea6ffb5e5,s__Chlamydia_trachomatis,167,854,859,509.0,1713,99.35,98.96,0.2971395213076474,0.4985405720957385,0.5014594279042616
s__Listeria_monocytogenes_C--RS_GCF_013282665.1,e2c1e73c-e323-5d5a-af4f-ad7c5e792dca,s__Listeria_monocytogenes_C,166,2482,6348,2916.0,8830,95.81,95.2,0.330237825594564,0.2810872027180068,0.7189127972819932
s__Rhizobium_laguerreae--RS_GCF_002008165.1,0260c690-8053-5ac8-91c9-938e56b7538a,s__Rhizobium_laguerreae,175,5045,49447,25707.0,54492,96.68,95.04,0.47175732217573224,0.09258239741613448,0.9074176025838655
s__Citrobacter_portucalensis--RS_GCF_002042885.1,b67b4d77-88a0-593f-8162-bd4e85829996,s__Citrobacter_portucalensis,146,3698,31221,15932.0,34919,98.1,95.95,0.4562559065265328,0.10590223087717289,0.8940977691228271
s__Lactobacillus_helveticus--RS_GCF_000160855.1,3176bdad-e80c-5177-b7aa-9b5ad0c41c59,s__Lactobacillus_helveticus,169,1160,19820,8631.0,20980,98.29,96.37,0.41139180171591994,0.055290753098188754,0.9447092469018112
s__Bifidobacterium_adolescentis--RS_GCF_000010425.1,c9bab6a0-1b5f-548d-84a6-0d00df80c095,s__Bifidobacterium_adolescentis,165,1280,16171,8873.0,17451,98.06,95.61,0.508452237694115,0.07334823219299753,0.9266517678070024
s__Streptococcus_suis_P--GB_GCA_002831545.1,fb799c97-f312-54b4-a127-808c0d1e13cf,s__Streptococcus_suis_P,143,1369,15543,6757.0,16912,95.94,95.04,0.399538789025544,0.0809484389782403,0.9190515610217597
s__Vibrio_anguillarum--RS_GCF_001989995.2,2622b9d0-fc3b-528b-b454-aa0d36e3d0d4,s__Vibrio_anguillarum,164,2869,48225,26877.0,51094,98.46,98.01,0.5260304536736212,0.05615140721023995,0.9438485927897601
s__Listeria_seeligeri--RS_GCF_000027145.1,28a63b0a-809d-5a34-8e78-da92b85d2e1f,s__Listeria_seeligeri,168,2360,9090,5082.0,11450,97.08,96.23,0.44384279475982535,0.20611353711790392,0.7938864628820961
s__Pantoea_ananatis--RS_GCF_000710035.2,aebbffbc-b310-5db9-91f3-3f17df124cc7,s__Pantoea_ananatis,163,3796,25557,15553.0,29353,98.77,96.45,0.5298606616018806,0.1293223861274827,0.8706776138725173
s__Lactobacillus_iners--RS_GCF_000160875.1,76fdc721-74f8-561c-b923-205fb80aa9e2,s__Lactobacillus_iners,141,728,7854,4787.0,8582,98.72,98.36,0.5577953856909811,0.08482871125611746,0.9151712887438825
s__Aggregatibacter_actinomycetemcomitans--RS_GCF_000372365.1,26eb6d8c-1670-5023-98f0-1133e7a332e6,s__Aggregatibacter_actinomycetemcomitans,159,1625,7474,3323.0,9099,98.66,97.12,0.36520496757885484,0.17859105396197383,0.8214089460380262
s__Escherichia_albertii--RS_GCF_000759775.1,8ebb5127-fab4-599a-af83-1a50625c54eb,s__Escherichia_albertii,163,3442,26782,12988.0,30224,98.51,97.95,0.42972472207517204,0.11388300688194812,0.8861169931180519
