gtdb_species_clade_id	n_genomes_with_emb	total_emb_variance	mean_emb_variance	phb_status	has_phaC	has_complete_pathway	gtdb_phylum	PHB status
s__Alcaligenes_faecalis--RS_GCF_002443155.1	14	0.7045629994623446	0.011008796866599134	complete	1	1	Pseudomonadota	phaC+
s__Alexandriicola_marinus--RS_GCF_004000435.1	35	0.0	0.0	complete	1	1	Pseudomonadota	phaC+
s__Aliarcobacter_butzleri--RS_GCF_900187115.1	12	0.6458449142465411	0.010091326785102205	absent	0	0	Campylobacterota	phaC-
s__Aliarcobacter_cryaerophilus_A--RS_GCF_014352935.1	9	0.597790345415109	0.009340474147111078	absent	0	0	Campylobacterota	phaC-
s__Aliarcobacter_skirrowii--RS_GCF_003544835.1	7	0.29291521553002375	0.004576800242656621	absent	0	0	Campylobacterota	phaC-
s__Alicycliphilus_denitrificans--RS_GCF_000204645.1	8	0.40529589751377604	0.006332748398652751	complete	1	1	Pseudomonadota	phaC+
s__Aliiroseovarius_crassostreae--RS_GCF_001307765.1	8	0.030673486915701778	0.0004792732330578403	complete	1	1	Pseudomonadota	phaC+
s__Aliivibrio_finisterrensis--RS_GCF_008933155.1	5	0.0	0.0	absent	0	0	Pseudomonadota	phaC-
s__Aliivibrio_sifiae--RS_GCF_002954715.1	6	0.09708317268985014	0.0015169245732789085	absent	0	0	Pseudomonadota	phaC-
s__Alistipes_A_indistinctus--GB_GCA_025144995.1	5	0.5757284188823846	0.008995756545037259	absent	0	0	Bacteroidota	phaC-
s__Alistipes_communis--RS_GCF_006542665.1	7	0.6130407831333442	0.009578762236458503	absent	0	0	Bacteroidota	phaC-
s__Alistipes_finegoldii--RS_GCF_000265365.1	8	0.5607945402066692	0.008762414690729206	precursors_only	0	0	Bacteroidota	phaC-
s__Alistipes_onderdonkii--GB_GCA_025145285.1	20	0.5416162517768425	0.008462753934013164	precursors_only	0	0	Bacteroidota	phaC-
s__Alistipes_putredinis--RS_GCF_000154465.1	19	0.45709584476633563	0.007142122574473994	precursors_only	0	0	Bacteroidota	phaC-
s__Alistipes_shahii--GB_GCA_025145845.1	17	0.5427562504621639	0.008480566413471311	precursors_only	0	0	Bacteroidota	phaC-
s__Alloprevotella_sp004555425--GB_GCA_004555425.1	6	0.17535763179342786	0.0027399629967723104	absent	0	0	Bacteroidota	phaC-
s__Alloprevotella_sp004556745--GB_GCA_004556745.1	5	0.11690508786228523	0.0018266419978482068	absent	0	0	Bacteroidota	phaC-
s__Alloprevotella_sp004557185--GB_GCA_004557185.1	5	0.17535763179342786	0.0027399629967723104	precursors_only	0	0	Bacteroidota	phaC-
s__Alloprevotella_sp900539625--GB_GCA_900539625.1	15	0.42899380311113056	0.006703028173611415	precursors_only	0	0	Bacteroidota	phaC-
s__Alloprevotella_sp900540885--GB_GCA_900540885.1	15	0.12966822615900625	0.0020260660337344727	absent	0	0	Bacteroidota	phaC-
s__Alloprevotella_sp900541575--GB_GCA_900541575.1	6	0.11926595047021654	0.0018635304760971335	precursors_only	0	0	Bacteroidota	phaC-
s__Alloprevotella_timonensis--RS_GCF_900106785.1	30	0.15243922292847178	0.0023818628582573716	precursors_only	0	0	Bacteroidota	phaC-
s__Allorhizobium_sp002796995--GB_GCA_002796995.1	7	0.4599587635430682	0.0071868556803604405	complete	1	1	Pseudomonadota	phaC+
s__Alteromonas_macleodii--RS_GCF_000172635.2	16	0.5167852274206551	0.008074769178447736	precursors_only	0	0	Pseudomonadota	phaC-
s__Altiarchaeum_hamiconexum--GB_GCA_001873845.1	9	0.11909801309614272	0.00186090645462723	precursors_only	0	0	Altiarchaeota	phaC-
s__Aminobacterium_colombiense--RS_GCF_000025885.1	7	0.27515568776721255	0.004299307621362696	precursors_only	0	0	Synergistota	phaC-
s__Amylibacter_sp000153745--GB_GCA_000153745.1	10	0.07037714078834988	0.0010996428248179668	precursors_only	0	0	Pseudomonadota	phaC-
s__Anaerobutyricum_hallii--RS_GCF_000173975.1	6	0.6392860738984247	0.009988844904662886	precursors_only	0	0	Bacillota_A	phaC-
s__Anaerobutyricum_soehngenii--RS_GCF_900209925.1	17	0.45499512770056305	0.007109298870321298	precursors_only	0	0	Bacillota_A	phaC-
s__Anaeroglobus_micronuciformis--RS_GCF_000165735.1	12	0.2352107135238386	0.003675167398809978	precursors_only	0	0	Bacillota_C	phaC-
s__Anaerostipes_hadrus--RS_GCF_000332875.2	18	0.5074960813613654	0.007929626271271334	precursors_only	0	0	Bacillota_A	phaC-
s__Anaerostipes_hominis--RS_GCF_002270485.1	6	0.219087899116342	0.0034232484236928437	precursors_only	0	0	Bacillota_A	phaC-
s__Anaerotardibacter_sp000435675--GB_GCA_000435675.1	6	0.38700703890705523	0.006046984982922738	precursors_only	0	0	Actinomycetota	phaC-
s__Anaerotruncus_colihominis_A--RS_GCF_010206195.1	5	0.519406382056697	0.00811572471963589	precursors_only	0	0	Bacillota_A	phaC-
s__Anaerotruncus_sp000403395--RS_GCF_000403395.2	7	0.45335541156356507	0.007083678305680704	precursors_only	0	0	Bacillota_A	phaC-
s__Anaerotruncus_sp003612625--GB_GCA_003612625.1	6	0.4384196598492077	0.006850307185143871	absent	0	0	Bacillota_A	phaC-
s__Anaerovibrio_sp900548165--RS_GCF_021531495.1	7	0.3917286798303092	0.006120760622348581	absent	0	0	Bacillota_C	phaC-
s__Angelakisella_sp004554485--GB_GCA_004554485.1	5	0.4451194713645019	0.0069549917400703425	precursors_only	0	0	Bacillota_A	phaC-
s__Angelakisella_sp004557855--GB_GCA_004557855.1	5	0.36792873024880546	0.005748886410137585	precursors_only	0	0	Bacillota_A	phaC-
s__Angelakisella_sp900547385--GB_GCA_900547385.1	8	0.6795504990621942	0.010617976547846785	precursors_only	0	0	Bacillota_A	phaC-
s__Aquarickettsia_rohweri--RS_GCF_003953955.1	9	0.17503705625399088	0.0027349540039686075	absent	0	0	Pseudomonadota	phaC-
s__Aquicultor_A_secundus--GB_GCA_002783345.1	8	0.05359410589326422	0.0008374079045822535	absent	0	0	Actinomycetota	phaC-
s__Aquiluna_sp002333405--GB_GCA_002333405.1	6	0.04443950793042835	0.000694367311412943	precursors_only	0	0	Actinomycetota	phaC-
s__Aquisediminimonas_sp016704425--GB_GCA_016704425.1	9	0.17369109751838713	0.002713923398724799	complete	1	1	Pseudomonadota	phaC+
s__Aquivivens_invisus--GB_GCA_001804415.1	6	0.0	0.0	precursors_only	0	0	Omnitrophota	phaC-
s__Arctic96AD-7_sp905182865--GB_GCA_905182865.1	6	0.0	0.0	precursors_only	0	0	SAR324	phaC-
s__Azonexus_agitatus--RS_GCF_000519045.1	5	0.4759129115898122	0.0074361392435908155	complete	1	1	Pseudomonadota	phaC+
s__Azonexus_sp016790885--GB_GCA_016790885.1	5	0.0	0.0	complete	1	1	Pseudomonadota	phaC+
s__Azospira_oryzae--RS_GCF_004217225.1	5	0.7277128063642314	0.011370512599441116	complete	1	1	Pseudomonadota	phaC+
s__B-DKE_sp021792655--GB_GCA_021792655.1	5	0.28397151007223714	0.004437054844878705	precursors_only	0	0	Thermoplasmatota	phaC-
s__B13-G4_sp013792055--GB_GCA_013792055.1	11	0.3300061510158055	0.005156346109621961	absent	0	0	Desulfobacterota	phaC-
s__BACL14_sp000168995--GB_GCA_000168995.1	10	0.0778933514969503	0.0012170836171398484	precursors_only	0	0	Pseudomonadota	phaC-
s__BACL14_sp010023085--GB_GCA_024919215.1	5	0.06941036196045797	0.0010845369056321557	precursors_only	0	0	Pseudomonadota	phaC-
s__BACL14_sp017852315--GB_GCA_024919035.1	9	0.08974463883101713	0.0014022599817346427	absent	0	0	Pseudomonadota	phaC-
s__BACL14_sp017858095--GB_GCA_017858095.1	5	0.02409583774011178	0.00037649746468924655	absent	0	0	Pseudomonadota	phaC-
s__BACL14_sp018607785--GB_GCA_018607785.1	5	0.05098619005431399	0.0007966592195986561	absent	0	0	Pseudomonadota	phaC-
s__BACL14_sp018657165--GB_GCA_018657165.1	15	0.005092785794521108	7.95747780393923e-05	absent	0	0	Pseudomonadota	phaC-
s__BACL27_sp014190055--GB_GCA_014190055.1	8	0.36949345656355914	0.005773335258805612	precursors_only	0	0	Actinomycetota	phaC-
s__BD2-11_sp009840525--GB_GCA_009840525.1	6	0.0	0.0	precursors_only	0	0	Gemmatimonadota	phaC-
s__BJ6_sp014584595--GB_GCA_016706405.1	6	0.14418004745404298	0.0022528132414694215	complete	1	1	Bacteroidota	phaC+
s__BJGV01_sp014190895--GB_GCA_014190895.1	9	0.06307806078688796	0.0009855946997951244	absent	0	0	Pseudomonadota	phaC-
s__BS150m-G60_sp018692925--GB_GCA_018692925.1	8	0.00048034806012263725	7.505438439416207e-06	absent	0	0	Nanoarchaeota	phaC-
s__Bacillus_A_anthracis--RS_GCF_000742895.1	49	0.8092381528016412	0.012644346137525644	complete	1	1	Bacillota	phaC+
s__Bacillus_A_bombysepticus--RS_GCF_006384875.1	31	0.762818446538178	0.011919038227159031	complete	1	1	Bacillota	phaC+
s__Bacillus_A_cereus--RS_GCF_000007825.1	32	0.5750295027047151	0.008984835979761173	complete	1	1	Bacillota	phaC+
s__Bacillus_A_cytotoxicus--RS_GCF_000017425.1	10	0.15974916247111262	0.0024960806636111347	complete	1	1	Bacillota	phaC+
s__Bacillus_A_mobilis--RS_GCF_001884045.1	5	0.5820584060997274	0.00909466259530824	complete	1	1	Bacillota	phaC+
s__Bacillus_A_mycoides--RS_GCF_000832605.1	15	0.5707877789608705	0.008918559046263602	complete	1	1	Bacillota	phaC+
s__Bacillus_A_paranthracis--RS_GCF_001883995.1	32	0.4968023393086345	0.007762536551697414	complete	1	1	Bacillota	phaC+
s__Bacillus_A_thuringiensis--RS_GCF_002119445.1	16	0.7103637496146538	0.011099433587728965	complete	1	1	Bacillota	phaC+
s__Bacillus_A_thuringiensis_S--RS_GCF_000021305.1	20	0.7967809520910698	0.012449702376422966	complete	1	1	Bacillota	phaC+
s__Bacillus_A_toyonensis--RS_GCF_000496285.1	19	0.7648264891959298	0.011950413893686403	complete	1	1	Bacillota	phaC+
s__Bacillus_A_wiedmannii--RS_GCF_001583695.1	12	0.6298644193946477	0.00984163155304137	complete	1	1	Bacillota	phaC+
s__Bacillus_altitudinis--RS_GCF_000691145.1	36	0.8110320819054886	0.01267237627977326	precursors_only	0	0	Bacillota	phaC-
s__Bacillus_halotolerans--RS_GCF_001517105.1	12	0.6824635397114686	0.010663492807991696	precursors_only	0	0	Bacillota	phaC-
s__Bacillus_licheniformis--RS_GCF_000011645.1	24	0.8522508801597624	0.013316420002496287	precursors_only	0	0	Bacillota	phaC-
s__Bacillus_paralicheniformis--RS_GCF_001042485.2	17	0.6663864496223977	0.010412288275349964	precursors_only	0	0	Bacillota	phaC-
s__Bacillus_pumilus--RS_GCF_900186955.1	15	0.3803382214387478	0.005942784709980434	precursors_only	0	0	Bacillota	phaC-
s__Bacillus_safensis--RS_GCF_000691165.1	23	0.853387831912406	0.013334184873631343	precursors_only	0	0	Bacillota	phaC-
s__Bacillus_spizizenii--RS_GCF_000227465.1	7	0.6826658440870872	0.010666653813860737	precursors_only	0	0	Bacillota	phaC-
